market_date,symbol,open,high,low,close,adj_close,volume,source_vendor,source_retrieved_at_utc,source_timezone,source_calendar
2015-12-24,SPY,205.72000122070312,206.3300018310547,205.4199981689453,205.67999267578125,173.84693908691406,48539600,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2015-12-28,SPY,204.86000061035156,205.25999450683594,203.94000244140625,205.2100067138672,173.44967651367188,65899900,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2015-12-29,SPY,206.50999450683594,207.7899932861328,206.47000122070312,207.39999389648438,175.30076599121094,92640700,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2015-12-30,SPY,207.11000061035156,207.2100067138672,205.75999450683594,205.92999267578125,174.05821228027344,63317700,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2015-12-31,SPY,205.1300048828125,205.88999938964844,203.8699951171875,203.8699951171875,172.31703186035156,114877900,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-01-04,SPY,200.49000549316406,201.02999877929688,198.58999633789062,201.02000427246094,169.9081268310547,222353500,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-01-05,SPY,201.39999389648438,201.89999389648438,200.0500030517578,201.36000061035156,170.1955108642578,110845800,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-01-06,SPY,198.33999633789062,200.05999755859375,197.60000610351562,198.82000732421875,168.04864501953125,152112600,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-01-07,SPY,195.3300018310547,197.44000244140625,193.58999633789062,194.0500030517578,164.0168914794922,213436100,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-01-08,SPY,195.19000244140625,195.85000610351562,191.5800018310547,191.9199981689453,162.21652221679688,209817200,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-01-11,SPY,193.00999450683594,193.41000366210938,189.82000732421875,192.11000061035156,162.37721252441406,187941300,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-01-12,SPY,193.82000732421875,194.5500030517578,191.13999938964844,193.66000366210938,163.68727111816406,172330500,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-01-13,SPY,194.4499969482422,194.86000061035156,188.3800048828125,188.8300018310547,159.6048126220703,221168900,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-01-14,SPY,189.5500030517578,193.25999450683594,187.66000366210938,191.92999267578125,162.2250213623047,240795600,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-01-15,SPY,186.77000427246094,188.75999450683594,185.52000427246094,187.80999755859375,158.7426300048828,324846400,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-01-19,SPY,189.9600067138672,190.11000061035156,186.1999969482422,188.05999755859375,158.95394897460938,195244400,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-01-20,SPY,185.02999877929688,187.5,181.02000427246094,185.64999389648438,156.91696166992188,286547800,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-01-21,SPY,186.2100067138672,188.8699951171875,184.63999938964844,186.69000244140625,157.7959747314453,195772900,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-01-22,SPY,189.77999877929688,190.75999450683594,188.8800048828125,190.52000427246094,161.0332489013672,168319600,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-01-25,SPY,189.9199981689453,190.14999389648438,187.41000366210938,187.63999938964844,158.59896850585938,130371700,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-01-26,SPY,188.4199981689453,190.52999877929688,188.02000427246094,190.1999969482422,160.7627716064453,141036800,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-01-27,SPY,189.5800018310547,191.55999755859375,187.05999755859375,188.1300048828125,159.01316833496094,185681700,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-01-28,SPY,189.9600067138672,190.1999969482422,187.16000366210938,189.11000061035156,159.8414764404297,143798800,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-01-29,SPY,190.02000427246094,193.8800048828125,189.8800048828125,193.72000122070312,163.73797607421875,210529300,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-02-01,SPY,192.52999877929688,194.5800018310547,191.83999633789062,193.64999389648438,163.67880249023438,136061600,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-02-02,SPY,191.9600067138672,191.97000122070312,189.5399932861328,190.16000366210938,160.72894287109375,182564900,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-02-03,SPY,191.41000366210938,191.77999877929688,187.10000610351562,191.3000030517578,161.69253540039062,205054900,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-02-04,SPY,190.7100067138672,192.75,189.9600067138672,191.60000610351562,161.94610595703125,139531800,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-02-05,SPY,190.99000549316406,191.6699981689453,187.1999969482422,187.9499969482422,158.86099243164062,180788300,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-02-08,SPY,185.77000427246094,186.1199951171875,182.8000030517578,185.4199981689453,156.72256469726562,191526700,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-02-09,SPY,183.36000061035156,186.94000244140625,183.1999969482422,185.42999267578125,156.73101806640625,184513100,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-02-10,SPY,186.41000366210938,188.33999633789062,185.1199951171875,185.27000427246094,156.5957794189453,148214100,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-02-11,SPY,182.33999633789062,184.10000610351562,181.08999633789062,182.86000061035156,154.5587615966797,219058900,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-02-12,SPY,184.9600067138672,186.64999389648438,183.9600067138672,186.6300048828125,157.74526977539062,127632400,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-02-16,SPY,188.77000427246094,189.80999755859375,187.6300048828125,189.77999877929688,160.4077911376953,120250700,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-02-17,SPY,191.16000366210938,193.32000732421875,191.00999450683594,192.8800048828125,163.0280303955078,136009500,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-02-18,SPY,193.1999969482422,193.27000427246094,191.72000122070312,192.08999633789062,162.3602294921875,102343000,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-02-19,SPY,191.1699981689453,192.17999267578125,190.4499969482422,192.0,162.28419494628906,114793000,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-02-22,SPY,193.8699951171875,194.9499969482422,193.7899932861328,194.77999877929688,164.63389587402344,103640300,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-02-23,SPY,194.0,194.32000732421875,192.17999267578125,192.32000732421875,162.55467224121094,111455300,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-02-24,SPY,190.6300048828125,193.52999877929688,189.32000732421875,193.1999969482422,163.29840087890625,150812200,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-02-25,SPY,193.72999572753906,195.5500030517578,192.8300018310547,195.5399932861328,165.27626037597656,110728300,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-02-26,SPY,196.57000732421875,196.67999267578125,194.89999389648438,195.08999633789062,164.8959503173828,129833700,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-02-29,SPY,195.11000061035156,196.22999572753906,193.3300018310547,193.55999755859375,163.60275268554688,125918100,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-03-01,SPY,195.00999450683594,198.2100067138672,194.4499969482422,198.11000061035156,167.448486328125,141799700,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-03-02,SPY,197.74000549316406,199.05999755859375,197.25,199.0,168.2007598876953,102415000,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-03-03,SPY,198.7899932861328,199.8000030517578,198.11000061035156,199.77999877929688,168.86007690429688,95172200,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-03-04,SPY,200.00999450683594,201.35000610351562,199.02999877929688,200.42999267578125,169.40943908691406,129293600,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-03-07,SPY,199.33999633789062,201.07000732421875,199.25,200.58999633789062,169.544677734375,100219000,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-03-08,SPY,199.32000732421875,199.9199981689453,198.2100067138672,198.39999389648438,167.69361877441406,123974900,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-03-09,SPY,199.36000061035156,199.7899932861328,198.42999267578125,199.3800048828125,168.5220184326172,94801200,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-03-10,SPY,199.9600067138672,201.07000732421875,197.3800048828125,199.5399932861328,168.65721130371094,156838700,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-03-11,SPY,201.25999450683594,202.80999755859375,199.52000427246094,202.75999450683594,171.37884521484375,137964500,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-03-14,SPY,202.16000366210938,203.0399932861328,201.77000427246094,202.5,171.1590576171875,73612000,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-03-15,SPY,201.36000061035156,202.52999877929688,201.0500030517578,202.1699981689453,170.88015747070312,93169100,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-03-16,SPY,201.60000610351562,203.82000732421875,201.5500030517578,203.33999633789062,171.86904907226562,129303200,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-03-17,SPY,203.24000549316406,205.22999572753906,202.77000427246094,204.6300048828125,172.9594268798828,134278500,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-03-18,SPY,204.1699981689453,204.77999877929688,203.8000030517578,204.3800048828125,173.6391143798828,138372400,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-03-21,SPY,204.07000732421875,204.94000244140625,203.8000030517578,204.6699981689453,173.885498046875,72926700,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-03-22,SPY,203.75999450683594,205.22999572753906,203.57000732421875,204.55999755859375,173.7919921875,97471900,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-03-23,SPY,204.11000061035156,204.3300018310547,203.00999450683594,203.2100067138672,172.64511108398438,81052500,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-03-24,SPY,202.0,203.16000366210938,201.74000549316406,203.1199951171875,172.56861877441406,84360900,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-03-28,SPY,203.61000061035156,203.86000061035156,202.7100067138672,203.24000549316406,172.6705322265625,62408200,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-03-29,SPY,202.75999450683594,205.25,202.39999389648438,205.1199951171875,174.26776123046875,92922900,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-03-30,SPY,206.3000030517578,206.8699951171875,205.58999633789062,206.02000427246094,175.03237915039062,86365300,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-03-31,SPY,205.91000366210938,206.41000366210938,205.3300018310547,205.52000427246094,174.6076202392578,94584100,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-04-01,SPY,204.35000610351562,207.13999938964844,203.97999572753906,206.9199981689453,175.79708862304688,114423500,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-04-04,SPY,206.8300018310547,207.07000732421875,205.88999938964844,206.25,175.2278289794922,63497000,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-04-05,SPY,204.6699981689453,206.25999450683594,203.88999938964844,204.19000244140625,173.47767639160156,99662200,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-04-06,SPY,204.19000244140625,206.49000549316406,203.97999572753906,206.4199981689453,175.3722381591797,91839800,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-04-07,SPY,205.13999938964844,205.55999755859375,203.08999633789062,203.9499969482422,173.2738037109375,113859000,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-04-08,SPY,205.33999633789062,205.85000610351562,203.8699951171875,204.5,173.74105834960938,95040600,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-04-11,SPY,205.25,206.07000732421875,203.91000366210938,204.02000427246094,173.333251953125,83757500,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-04-12,SPY,204.22000122070312,206.25,203.6999969482422,205.9199981689453,174.9474639892578,115350600,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-04-13,SPY,207.0,208.10000610351562,206.83999633789062,208.0,176.71466064453125,96336400,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-04-14,SPY,208.07000732421875,208.60000610351562,207.60000610351562,208.00999450683594,176.72314453125,65212900,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-04-15,SPY,208.00999450683594,208.1699981689453,207.39999389648438,207.77999877929688,176.52769470214844,75761600,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-04-18,SPY,207.77999877929688,209.27999877929688,207.0,209.24000549316406,177.76808166503906,82531000,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-04-19,SPY,209.74000549316406,210.1999969482422,208.94000244140625,209.89999389648438,178.32887268066406,88316100,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-04-20,SPY,209.9499969482422,210.9199981689453,209.38999938964844,210.10000610351562,178.49874877929688,81100300,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-04-21,SPY,210.1199951171875,210.25,208.64999389648438,208.97000122070312,177.53872680664062,85695000,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-04-22,SPY,208.5500030517578,209.2899932861328,207.91000366210938,208.97000122070312,177.53872680664062,99251700,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-04-25,SPY,208.25999450683594,208.66000366210938,207.5399932861328,208.61000061035156,177.2328338623047,66166500,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-04-26,SPY,209.0399932861328,209.52000427246094,208.36000061035156,208.9199981689453,177.49624633789062,75864200,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-04-27,SPY,208.47000122070312,209.80999755859375,208.0500030517578,209.35000610351562,177.86154174804688,77329400,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-04-28,SPY,208.4600067138672,209.75999450683594,206.9600067138672,207.4499969482422,176.24732971191406,97216200,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-04-29,SPY,206.72000122070312,207.1300048828125,205.02999877929688,206.3300018310547,175.29576110839844,142424100,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-05-02,SPY,206.9199981689453,208.17999267578125,206.41000366210938,207.97000122070312,176.68911743164062,62188000,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-05-03,SPY,206.52000427246094,206.8000030517578,205.27999877929688,206.16000366210938,175.15139770507812,106422100,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-05-04,SPY,204.99000549316406,205.85000610351562,204.4199981689453,205.00999450683594,174.17434692382812,92243800,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-05-05,SPY,205.55999755859375,205.97999572753906,204.47000122070312,204.97000122070312,174.1403350830078,67619200,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-05-06,SPY,204.05999755859375,205.77000427246094,203.8800048828125,205.72000122070312,174.7775421142578,89315000,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-05-09,SPY,205.57000732421875,206.39999389648438,205.36000061035156,205.88999938964844,174.92196655273438,74374900,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-05-10,SPY,206.72000122070312,208.47000122070312,206.63999938964844,208.4499969482422,177.09693908691406,77472200,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-05-11,SPY,207.91000366210938,208.5399932861328,206.5,206.5,175.44024658203125,81727000,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-05-12,SPY,207.2899932861328,207.49000549316406,205.3699951171875,206.55999755859375,175.49119567871094,89586300,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-05-13,SPY,206.2100067138672,206.86000061035156,204.3800048828125,204.75999450683594,173.9619903564453,96474600,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-05-16,SPY,204.9600067138672,207.33999633789062,204.88999938964844,206.77999877929688,175.6781005859375,77486800,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-05-17,SPY,206.4600067138672,206.8000030517578,204.22999572753906,204.85000610351562,174.0384521484375,114924900,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-05-18,SPY,204.44000244140625,206.3000030517578,203.6300048828125,204.91000366210938,174.08937072753906,120062100,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-05-19,SPY,204.05999755859375,204.5399932861328,202.77999877929688,204.1999969482422,173.4861602783203,115430500,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-05-20,SPY,204.9199981689453,206.10000610351562,204.86000061035156,205.49000549316406,174.58213806152344,104990400,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-05-23,SPY,205.50999450683594,205.83999633789062,204.99000549316406,205.2100067138672,174.34426879882812,58682600,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-05-24,SPY,206.1699981689453,208.24000549316406,206.13999938964844,207.8699951171875,176.60414123535156,93537800,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-05-25,SPY,208.6699981689453,209.77000427246094,207.8699951171875,209.27999877929688,177.80206298828125,76621400,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-05-26,SPY,209.44000244140625,209.7100067138672,208.97000122070312,209.33999633789062,177.8530731201172,55280700,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-05-27,SPY,209.52999877929688,210.25,209.47000122070312,210.24000549316406,178.61773681640625,64211200,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-05-31,SPY,210.55999755859375,210.69000244140625,209.17999267578125,209.83999633789062,178.27786254882812,109879400,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-06-01,SPY,209.1199951171875,210.47999572753906,208.88999938964844,210.27000427246094,178.64320373535156,69936200,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-06-02,SPY,209.8000030517578,210.92999267578125,209.24000549316406,210.91000366210938,179.18692016601562,63044700,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-06-03,SPY,210.25,210.69000244140625,208.86000061035156,210.27999877929688,178.6516876220703,101757100,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-06-06,SPY,210.6999969482422,211.77000427246094,210.50999450683594,211.35000610351562,179.5607147216797,64887000,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-06-07,SPY,211.52999877929688,212.33999633789062,211.5,211.67999267578125,179.8411102294922,60974800,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-06-08,SPY,211.83999633789062,212.52000427246094,211.69000244140625,212.3699951171875,180.4273681640625,66170900,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-06-09,SPY,211.50999450683594,212.22000122070312,211.19000244140625,212.0800018310547,180.1809844970703,73786900,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-06-10,SPY,210.4600067138672,210.86000061035156,209.42999267578125,210.07000732421875,178.47325134277344,113829200,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-06-13,SPY,209.36000061035156,210.3699951171875,208.35000610351562,208.4499969482422,177.09693908691406,117751200,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-06-14,SPY,208.0,208.74000549316406,206.9199981689453,208.0399932861328,176.7485809326172,125059300,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-06-15,SPY,208.0399932861328,209.36000061035156,207.52999877929688,207.75,176.5022430419922,109124500,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-06-16,SPY,207.75,208.57000732421875,205.58999633789062,208.3699951171875,177.02894592285156,149533100,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-06-17,SPY,207.1699981689453,207.1999969482422,205.75,206.52000427246094,176.3696746826172,117055700,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-06-20,SPY,208.82000732421875,209.61000061035156,207.75,207.85000610351562,177.50547790527344,82789600,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-06-21,SPY,208.3000030517578,208.9199981689453,207.77999877929688,208.44000244140625,178.00933837890625,72461700,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-06-22,SPY,208.64999389648438,209.5,207.92999267578125,208.10000610351562,177.71896362304688,95560500,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-06-23,SPY,209.80999755859375,210.8699951171875,209.27000427246094,210.80999755859375,180.03338623046875,102731400,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-06-24,SPY,203.6300048828125,210.85000610351562,202.72000122070312,203.24000549316406,173.5685577392578,333444400,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-06-27,SPY,201.58999633789062,201.60000610351562,198.64999389648438,199.60000610351562,170.45999145507812,230775800,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-06-28,SPY,201.47999572753906,203.22999572753906,201.1199951171875,203.1999969482422,173.5343475341797,159382400,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-06-29,SPY,204.83999633789062,206.92999267578125,204.72000122070312,206.66000366210938,176.4892120361328,137328600,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-06-30,SPY,207.2100067138672,209.5399932861328,206.55999755859375,209.47999572753906,178.8975067138672,165021900,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-07-01,SPY,209.47999572753906,210.49000549316406,209.2899932861328,209.9199981689453,179.2733154296875,106055300,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-07-05,SPY,208.9499969482422,209.0800018310547,207.7100067138672,208.41000366210938,177.9837646484375,109803700,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-07-06,SPY,207.8300018310547,209.8000030517578,207.05999755859375,209.66000366210938,179.05126953125,96021500,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-07-07,SPY,209.8699951171875,210.64999389648438,208.6300048828125,209.52999877929688,178.94021606445312,85593800,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-07-08,SPY,211.0500030517578,212.94000244140625,210.77999877929688,212.64999389648438,181.6047821044922,133971000,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-07-11,SPY,213.19000244140625,214.07000732421875,212.9499969482422,213.39999389648438,182.24526977539062,73633900,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-07-12,SPY,214.52999877929688,215.3000030517578,213.42999267578125,214.9499969482422,183.56895446777344,101275600,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-07-13,SPY,215.44000244140625,215.4499969482422,214.35000610351562,214.9199981689453,183.54331970214844,87324100,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-07-14,SPY,216.39999389648438,216.6699981689453,215.66000366210938,216.1199951171875,184.56814575195312,91230900,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-07-15,SPY,216.77999877929688,217.00999450683594,215.30999755859375,215.8300018310547,184.32046508789062,107155400,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-07-18,SPY,215.97000122070312,216.60000610351562,215.6699981689453,216.41000366210938,184.81581115722656,58725900,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-07-19,SPY,215.9199981689453,216.22999572753906,215.6300048828125,216.19000244140625,184.62794494628906,54345700,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-07-20,SPY,216.19000244140625,217.3699951171875,216.19000244140625,217.08999633789062,185.39651489257812,58159500,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-07-21,SPY,216.9600067138672,217.22000122070312,215.75,216.27000427246094,184.6962432861328,67777300,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-07-22,SPY,216.41000366210938,217.3000030517578,216.10000610351562,217.24000549316406,185.52467346191406,62787500,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
2016-07-25,SPY,217.0,217.05999755859375,215.97000122070312,216.64999389648438,185.0207977294922,55873100,yahoo_finance_via_yfinance,2026-05-31T22:45:18Z,America/New_York,XNYS
